,Main dimension,Subdimension,Sub-subdimension,Feature,Sub Field,Sample Size
275,Brain,MRI,dMRIWeightedMeans,Weighted-mean L2 in tract inferior longitudinal fasciculus (left),-,38933
276,Brain,MRI,dMRIWeightedMeans,Weighted-mean L2 in tract inferior longitudinal fasciculus (right),-,38933
277,Brain,MRI,dMRIWeightedMeans,Weighted-mean L2 in tract middle cerebellar peduncle,-,38933
278,Brain,MRI,dMRIWeightedMeans,Weighted-mean L2 in tract medial lemniscus (left),-,38933
279,Brain,MRI,dMRIWeightedMeans,Weighted-mean L2 in tract medial lemniscus (right),-,38933
280,Brain,MRI,dMRIWeightedMeans,Weighted-mean L2 in tract posterior thalamic radiation (left),-,38933
281,Brain,MRI,dMRIWeightedMeans,Weighted-mean L2 in tract posterior thalamic radiation (right),-,38933
282,Brain,MRI,dMRIWeightedMeans,Weighted-mean L2 in tract superior longitudinal fasciculus (left),-,38933
283,Brain,MRI,dMRIWeightedMeans,Weighted-mean L2 in tract superior longitudinal fasciculus (right),-,38933
284,Brain,MRI,dMRIWeightedMeans,Weighted-mean L2 in tract superior thalamic radiation (left),-,38933
285,Brain,MRI,dMRIWeightedMeans,Weighted-mean L2 in tract superior thalamic radiation (right),-,38933
286,Brain,MRI,dMRIWeightedMeans,Weighted-mean L2 in tract uncinate fasciculus (left),-,38933
287,Brain,MRI,dMRIWeightedMeans,Weighted-mean L2 in tract uncinate fasciculus (right),-,38933
288,Brain,MRI,dMRIWeightedMeans,Weighted-mean L3 in tract acoustic radiation (left),-,38933
289,Brain,MRI,dMRIWeightedMeans,Weighted-mean L3 in tract acoustic radiation (right),-,38933
290,Brain,MRI,dMRIWeightedMeans,Weighted-mean L3 in tract anterior thalamic radiation (left),-,38933
291,Brain,MRI,dMRIWeightedMeans,Weighted-mean L3 in tract anterior thalamic radiation (right),-,38933
292,Brain,MRI,dMRIWeightedMeans,Weighted-mean L3 in tract cingulate gyrus part of cingulum (left),-,38933
293,Brain,MRI,dMRIWeightedMeans,Weighted-mean L3 in tract cingulate gyrus part of cingulum (right),-,38933
294,Brain,MRI,dMRIWeightedMeans,Weighted-mean L3 in tract parahippocampal part of cingulum (left),-,38933
295,Brain,MRI,dMRIWeightedMeans,Weighted-mean L3 in tract parahippocampal part of cingulum (right),-,38933
296,Brain,MRI,dMRIWeightedMeans,Weighted-mean L3 in tract corticospinal tract (left),-,38933
297,Brain,MRI,dMRIWeightedMeans,Weighted-mean L3 in tract corticospinal tract (right),-,38933
298,Brain,MRI,dMRIWeightedMeans,Weighted-mean L3 in tract forceps major,-,38933
299,Brain,MRI,dMRIWeightedMeans,Weighted-mean L3 in tract forceps minor,-,38933
300,Brain,MRI,dMRIWeightedMeans,Weighted-mean L3 in tract inferior fronto-occipital fasciculus (left),-,38933
301,Brain,MRI,dMRIWeightedMeans,Weighted-mean L3 in tract inferior fronto-occipital fasciculus (right),-,38933
302,Brain,MRI,dMRIWeightedMeans,Weighted-mean L3 in tract inferior longitudinal fasciculus (left),-,38933
303,Brain,MRI,dMRIWeightedMeans,Weighted-mean L3 in tract inferior longitudinal fasciculus (right),-,38933
304,Brain,MRI,dMRIWeightedMeans,Weighted-mean L3 in tract middle cerebellar peduncle,-,38933
305,Brain,MRI,dMRIWeightedMeans,Weighted-mean L3 in tract medial lemniscus (left),-,38933
306,Brain,MRI,dMRIWeightedMeans,Weighted-mean L3 in tract medial lemniscus (right),-,38933
307,Brain,MRI,dMRIWeightedMeans,Weighted-mean L3 in tract posterior thalamic radiation (left),-,38933
308,Brain,MRI,dMRIWeightedMeans,Weighted-mean L3 in tract posterior thalamic radiation (right),-,38933
309,Brain,MRI,dMRIWeightedMeans,Weighted-mean L3 in tract superior longitudinal fasciculus (left),-,38933
310,Brain,MRI,dMRIWeightedMeans,Weighted-mean L3 in tract superior longitudinal fasciculus (right),-,38933
311,Brain,MRI,dMRIWeightedMeans,Weighted-mean L3 in tract superior thalamic radiation (left),-,38933
312,Brain,MRI,dMRIWeightedMeans,Weighted-mean L3 in tract superior thalamic radiation (right),-,38933
313,Brain,MRI,dMRIWeightedMeans,Weighted-mean L3 in tract uncinate fasciculus (left),-,38933
314,Brain,MRI,dMRIWeightedMeans,Weighted-mean L3 in tract uncinate fasciculus (right),-,38933
315,Brain,MRI,dMRIWeightedMeans,Weighted-mean ICVF in tract acoustic radiation (left),-,38932
316,Brain,MRI,dMRIWeightedMeans,Weighted-mean ICVF in tract acoustic radiation (right),-,38932
317,Brain,MRI,dMRIWeightedMeans,Weighted-mean ICVF in tract anterior thalamic radiation (left),-,38932
318,Brain,MRI,dMRIWeightedMeans,Weighted-mean ICVF in tract anterior thalamic radiation (right),-,38932
319,Brain,MRI,dMRIWeightedMeans,Weighted-mean ICVF in tract cingulate gyrus part of cingulum (left),-,38932
320,Brain,MRI,dMRIWeightedMeans,Weighted-mean ICVF in tract cingulate gyrus part of cingulum (right),-,38932
321,Brain,MRI,dMRIWeightedMeans,Weighted-mean ICVF in tract parahippocampal part of cingulum (left),-,38932
322,Brain,MRI,dMRIWeightedMeans,Weighted-mean ICVF in tract parahippocampal part of cingulum (right),-,38932
323,Brain,MRI,dMRIWeightedMeans,Weighted-mean ICVF in tract corticospinal tract (left),-,38932
324,Brain,MRI,dMRIWeightedMeans,Weighted-mean ICVF in tract corticospinal tract (right),-,38932
325,Brain,MRI,dMRIWeightedMeans,Weighted-mean ICVF in tract forceps major,-,38932
326,Brain,MRI,dMRIWeightedMeans,Weighted-mean ICVF in tract forceps minor,-,38932
327,Brain,MRI,dMRIWeightedMeans,Weighted-mean ICVF in tract inferior fronto-occipital fasciculus (left),-,38932
328,Brain,MRI,dMRIWeightedMeans,Weighted-mean ICVF in tract inferior fronto-occipital fasciculus (right),-,38932
329,Brain,MRI,dMRIWeightedMeans,Weighted-mean ICVF in tract inferior longitudinal fasciculus (left),-,38932
330,Brain,MRI,dMRIWeightedMeans,Weighted-mean ICVF in tract inferior longitudinal fasciculus (right),-,38932
331,Brain,MRI,dMRIWeightedMeans,Weighted-mean ICVF in tract middle cerebellar peduncle,-,38932
332,Brain,MRI,dMRIWeightedMeans,Weighted-mean ICVF in tract medial lemniscus (left),-,38932
333,Brain,MRI,dMRIWeightedMeans,Weighted-mean ICVF in tract medial lemniscus (right),-,38932
334,Brain,MRI,dMRIWeightedMeans,Weighted-mean ICVF in tract posterior thalamic radiation (left),-,38932
335,Brain,MRI,dMRIWeightedMeans,Weighted-mean ICVF in tract posterior thalamic radiation (right),-,38932
336,Brain,MRI,dMRIWeightedMeans,Weighted-mean ICVF in tract superior longitudinal fasciculus (left),-,38932
337,Brain,MRI,dMRIWeightedMeans,Weighted-mean ICVF in tract superior longitudinal fasciculus (right),-,38932
338,Brain,MRI,dMRIWeightedMeans,Weighted-mean ICVF in tract superior thalamic radiation (left),-,38932
339,Brain,MRI,dMRIWeightedMeans,Weighted-mean ICVF in tract superior thalamic radiation (right),-,38932
340,Brain,MRI,dMRIWeightedMeans,Weighted-mean ICVF in tract uncinate fasciculus (left),-,38932
341,Brain,MRI,dMRIWeightedMeans,Weighted-mean ICVF in tract uncinate fasciculus (right),-,38932
342,Brain,MRI,dMRIWeightedMeans,Weighted-mean OD in tract acoustic radiation (left),-,38932
343,Brain,MRI,dMRIWeightedMeans,Weighted-mean OD in tract acoustic radiation (right),-,38932
344,Brain,MRI,dMRIWeightedMeans,Weighted-mean OD in tract anterior thalamic radiation (left),-,38932
345,Brain,MRI,dMRIWeightedMeans,Weighted-mean OD in tract anterior thalamic radiation (right),-,38932
346,Brain,MRI,dMRIWeightedMeans,Weighted-mean OD in tract cingulate gyrus part of cingulum (left),-,38932
347,Brain,MRI,dMRIWeightedMeans,Weighted-mean OD in tract cingulate gyrus part of cingulum (right),-,38932
348,Brain,MRI,dMRIWeightedMeans,Weighted-mean OD in tract parahippocampal part of cingulum (left),-,38932
349,Brain,MRI,dMRIWeightedMeans,Weighted-mean OD in tract parahippocampal part of cingulum (right),-,38932
350,Brain,MRI,dMRIWeightedMeans,Weighted-mean OD in tract corticospinal tract (left),-,38932
351,Brain,MRI,dMRIWeightedMeans,Weighted-mean OD in tract corticospinal tract (right),-,38932
352,Brain,MRI,dMRIWeightedMeans,Weighted-mean OD in tract forceps major,-,38932
353,Brain,MRI,dMRIWeightedMeans,Weighted-mean OD in tract forceps minor,-,38932
354,Brain,MRI,dMRIWeightedMeans,Weighted-mean OD in tract inferior fronto-occipital fasciculus (left),-,38932
355,Brain,MRI,dMRIWeightedMeans,Weighted-mean OD in tract inferior fronto-occipital fasciculus (right),-,38932
356,Brain,MRI,dMRIWeightedMeans,Weighted-mean OD in tract inferior longitudinal fasciculus (left),-,38932
357,Brain,MRI,dMRIWeightedMeans,Weighted-mean OD in tract inferior longitudinal fasciculus (right),-,38932
358,Brain,MRI,dMRIWeightedMeans,Weighted-mean OD in tract middle cerebellar peduncle,-,38932
359,Brain,MRI,dMRIWeightedMeans,Weighted-mean OD in tract medial lemniscus (left),-,38932
360,Brain,MRI,dMRIWeightedMeans,Weighted-mean OD in tract medial lemniscus (right),-,38932
361,Brain,MRI,dMRIWeightedMeans,Weighted-mean OD in tract posterior thalamic radiation (left),-,38932
362,Brain,MRI,dMRIWeightedMeans,Weighted-mean OD in tract posterior thalamic radiation (right),-,38932
363,Brain,MRI,dMRIWeightedMeans,Weighted-mean OD in tract superior longitudinal fasciculus (left),-,38932
364,Brain,MRI,dMRIWeightedMeans,Weighted-mean OD in tract superior longitudinal fasciculus (right),-,38932
365,Brain,MRI,dMRIWeightedMeans,Weighted-mean OD in tract superior thalamic radiation (left),-,38932
366,Brain,MRI,dMRIWeightedMeans,Weighted-mean OD in tract superior thalamic radiation (right),-,38932
367,Brain,MRI,dMRIWeightedMeans,Weighted-mean OD in tract uncinate fasciculus (left),-,38932
368,Brain,MRI,dMRIWeightedMeans,Weighted-mean OD in tract uncinate fasciculus (right),-,38932
369,Brain,MRI,dMRIWeightedMeans,Weighted-mean ISOVF in tract acoustic radiation (left),-,38932
370,Brain,MRI,dMRIWeightedMeans,Weighted-mean ISOVF in tract acoustic radiation (right),-,38932
371,Brain,MRI,dMRIWeightedMeans,Weighted-mean ISOVF in tract anterior thalamic radiation (left),-,38932
372,Brain,MRI,dMRIWeightedMeans,Weighted-mean ISOVF in tract anterior thalamic radiation (right),-,38932
373,Brain,MRI,dMRIWeightedMeans,Weighted-mean ISOVF in tract cingulate gyrus part of cingulum (left),-,38932
374,Brain,MRI,dMRIWeightedMeans,Weighted-mean ISOVF in tract cingulate gyrus part of cingulum (right),-,38932
375,Brain,MRI,dMRIWeightedMeans,Weighted-mean ISOVF in tract parahippocampal part of cingulum (left),-,38932
376,Brain,MRI,dMRIWeightedMeans,Weighted-mean ISOVF in tract parahippocampal part of cingulum (right),-,38932
377,Brain,MRI,dMRIWeightedMeans,Weighted-mean ISOVF in tract corticospinal tract (left),-,38932
378,Brain,MRI,dMRIWeightedMeans,Weighted-mean ISOVF in tract corticospinal tract (right),-,38932
379,Brain,MRI,dMRIWeightedMeans,Weighted-mean ISOVF in tract forceps major,-,38932
380,Brain,MRI,dMRIWeightedMeans,Weighted-mean ISOVF in tract forceps minor,-,38932
381,Brain,MRI,dMRIWeightedMeans,Weighted-mean ISOVF in tract inferior fronto-occipital fasciculus (left),-,38932
382,Brain,MRI,dMRIWeightedMeans,Weighted-mean ISOVF in tract inferior fronto-occipital fasciculus (right),-,38932
383,Brain,MRI,dMRIWeightedMeans,Weighted-mean ISOVF in tract inferior longitudinal fasciculus (left),-,38932
384,Brain,MRI,dMRIWeightedMeans,Weighted-mean ISOVF in tract inferior longitudinal fasciculus (right),-,38932
385,Brain,MRI,dMRIWeightedMeans,Weighted-mean ISOVF in tract middle cerebellar peduncle,-,38932
386,Brain,MRI,dMRIWeightedMeans,Weighted-mean ISOVF in tract medial lemniscus (left),-,38932
387,Brain,MRI,dMRIWeightedMeans,Weighted-mean ISOVF in tract medial lemniscus (right),-,38932
388,Brain,MRI,dMRIWeightedMeans,Weighted-mean ISOVF in tract posterior thalamic radiation (left),-,38932
389,Brain,MRI,dMRIWeightedMeans,Weighted-mean ISOVF in tract posterior thalamic radiation (right),-,38932
390,Brain,MRI,dMRIWeightedMeans,Weighted-mean ISOVF in tract superior longitudinal fasciculus (left),-,38932
391,Brain,MRI,dMRIWeightedMeans,Weighted-mean ISOVF in tract superior longitudinal fasciculus (right),-,38932
392,Brain,MRI,dMRIWeightedMeans,Weighted-mean ISOVF in tract superior thalamic radiation (left),-,38932
393,Brain,MRI,dMRIWeightedMeans,Weighted-mean ISOVF in tract superior thalamic radiation (right),-,38932
394,Brain,MRI,dMRIWeightedMeans,Weighted-mean ISOVF in tract uncinate fasciculus (left),-,38932
395,Brain,MRI,dMRIWeightedMeans,Weighted-mean ISOVF in tract uncinate fasciculus (right),-,38932
396,Brain,MRI,AllScalars,Volume of thalamus (left),-,41182
397,Brain,MRI,AllScalars,Volume of thalamus (right),-,41182
398,Brain,MRI,AllScalars,Volume of caudate (left),-,41182
399,Brain,MRI,AllScalars,Volume of caudate (right),-,41182
400,Brain,MRI,AllScalars,Volume of putamen (left),-,41182
401,Brain,MRI,AllScalars,Volume of putamen (right),-,41182
402,Brain,MRI,AllScalars,Volume of pallidum (left),-,41182
403,Brain,MRI,AllScalars,Volume of pallidum (right),-,41182
404,Brain,MRI,AllScalars,Volume of hippocampus (left),-,41182
405,Brain,MRI,AllScalars,Volume of hippocampus (right),-,41182
406,Brain,MRI,AllScalars,Volume of amygdala (left),-,41182
407,Brain,MRI,AllScalars,Volume of amygdala (right),-,41182
408,Brain,MRI,AllScalars,Volume of accumbens (left),-,41182
409,Brain,MRI,AllScalars,Volume of accumbens (right),-,41182
410,Brain,MRI,AllScalars,Volume of grey matter in Frontal Pole (left),-,41194
411,Brain,MRI,AllScalars,Volume of grey matter in Frontal Pole (right),-,41194
412,Brain,MRI,AllScalars,Volume of grey matter in Insular Cortex (left),-,41194
413,Brain,MRI,AllScalars,Volume of grey matter in Insular Cortex (right),-,41194
414,Brain,MRI,AllScalars,Volume of grey matter in Superior Frontal Gyrus (left),-,41194
415,Brain,MRI,AllScalars,Volume of grey matter in Superior Frontal Gyrus (right),-,41194
416,Brain,MRI,AllScalars,Volume of grey matter in Middle Frontal Gyrus (left),-,41194
417,Brain,MRI,AllScalars,Volume of grey matter in Middle Frontal Gyrus (right),-,41194
418,Brain,MRI,AllScalars,"Volume of grey matter in Inferior Frontal Gyrus, pars triangularis (left)",-,41194
419,Brain,MRI,AllScalars,"Volume of grey matter in Inferior Frontal Gyrus, pars triangularis (right)",-,41194
420,Brain,MRI,AllScalars,"Volume of grey matter in Inferior Frontal Gyrus, pars opercularis (left)",-,41194
421,Brain,MRI,AllScalars,"Volume of grey matter in Inferior Frontal Gyrus, pars opercularis (right)",-,41194
422,Brain,MRI,AllScalars,Volume of grey matter in Precentral Gyrus (left),-,41194
423,Brain,MRI,AllScalars,Volume of grey matter in Precentral Gyrus (right),-,41194
424,Brain,MRI,AllScalars,Volume of grey matter in Temporal Pole (left),-,41194
425,Brain,MRI,AllScalars,Volume of grey matter in Temporal Pole (right),-,41194
426,Brain,MRI,AllScalars,"Volume of grey matter in Superior Temporal Gyrus, anterior division (left)",-,41194
427,Brain,MRI,AllScalars,"Volume of grey matter in Superior Temporal Gyrus, anterior division (right)",-,41194
428,Brain,MRI,AllScalars,"Volume of grey matter in Superior Temporal Gyrus, posterior division (left)",-,41194
429,Brain,MRI,AllScalars,"Volume of grey matter in Superior Temporal Gyrus, posterior division (right)",-,41194
430,Brain,MRI,AllScalars,"Volume of grey matter in Middle Temporal Gyrus, anterior division (left)",-,41194
431,Brain,MRI,AllScalars,"Volume of grey matter in Middle Temporal Gyrus, anterior division (right)",-,41194
432,Brain,MRI,AllScalars,"Volume of grey matter in Middle Temporal Gyrus, posterior division (left)",-,41194
433,Brain,MRI,AllScalars,"Volume of grey matter in Middle Temporal Gyrus, posterior division (right)",-,41194
434,Brain,MRI,AllScalars,"Volume of grey matter in Middle Temporal Gyrus, temporooccipital part (left)",-,41194
435,Brain,MRI,AllScalars,"Volume of grey matter in Middle Temporal Gyrus, temporooccipital part (right)",-,41194
436,Brain,MRI,AllScalars,"Volume of grey matter in Inferior Temporal Gyrus, anterior division (left)",-,41194
437,Brain,MRI,AllScalars,"Volume of grey matter in Inferior Temporal Gyrus, anterior division (right)",-,41194
438,Brain,MRI,AllScalars,"Volume of grey matter in Inferior Temporal Gyrus, posterior division (left)",-,41194
439,Brain,MRI,AllScalars,"Volume of grey matter in Inferior Temporal Gyrus, posterior division (right)",-,41194
440,Brain,MRI,AllScalars,"Volume of grey matter in Inferior Temporal Gyrus, temporooccipital part (left)",-,41194
441,Brain,MRI,AllScalars,"Volume of grey matter in Inferior Temporal Gyrus, temporooccipital part (right)",-,41194
442,Brain,MRI,AllScalars,Volume of grey matter in Postcentral Gyrus (left),-,41194
443,Brain,MRI,AllScalars,Volume of grey matter in Postcentral Gyrus (right),-,41194
444,Brain,MRI,AllScalars,Volume of grey matter in Superior Parietal Lobule (left),-,41194
445,Brain,MRI,AllScalars,Volume of grey matter in Superior Parietal Lobule (right),-,41194
446,Brain,MRI,AllScalars,"Volume of grey matter in Supramarginal Gyrus, anterior division (left)",-,41194
447,Brain,MRI,AllScalars,"Volume of grey matter in Supramarginal Gyrus, anterior division (right)",-,41194
448,Brain,MRI,AllScalars,"Volume of grey matter in Supramarginal Gyrus, posterior division (left)",-,41194
449,Brain,MRI,AllScalars,"Volume of grey matter in Supramarginal Gyrus, posterior division (right)",-,41194
450,Brain,MRI,AllScalars,Volume of grey matter in Angular Gyrus (left),-,41194
451,Brain,MRI,AllScalars,Volume of grey matter in Angular Gyrus (right),-,41194
452,Brain,MRI,AllScalars,"Volume of grey matter in Lateral Occipital Cortex, superior division (left)",-,41194
453,Brain,MRI,AllScalars,"Volume of grey matter in Lateral Occipital Cortex, superior division (right)",-,41194
454,Brain,MRI,AllScalars,"Volume of grey matter in Lateral Occipital Cortex, inferior division (left)",-,41194
455,Brain,MRI,AllScalars,"Volume of grey matter in Lateral Occipital Cortex, inferior division (right)",-,41194
456,Brain,MRI,AllScalars,Volume of grey matter in Intracalcarine Cortex (left),-,41194
457,Brain,MRI,AllScalars,Volume of grey matter in Intracalcarine Cortex (right),-,41194
458,Brain,MRI,AllScalars,Volume of grey matter in Frontal Medial Cortex (left),-,41194
459,Brain,MRI,AllScalars,Volume of grey matter in Frontal Medial Cortex (right),-,41194
460,Brain,MRI,AllScalars,Volume of grey matter in Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) (left),-,41194
461,Brain,MRI,AllScalars,Volume of grey matter in Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) (right),-,41194
462,Brain,MRI,AllScalars,Volume of grey matter in Subcallosal Cortex (left),-,41194
463,Brain,MRI,AllScalars,Volume of grey matter in Subcallosal Cortex (right),-,41194
